,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7893,Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6,"100,000+",Free,0.0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up
7894,Age of Procreation DX,FAMILY,4.3,1894,40.0,"100,000+",Free,0.0,Mature 17+,Simulation,"April 22, 2016",1.441,2.3 and up
7896,BW-Go Free,GAME,4.6,547,1.3,"10,000+",Free,0.0,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up
7897,Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503544,40.0,"50,000,000+",Free,0.0,Teen,Strategy,"November 15, 2014",1.07,2.3 and up
7898,Roland DG Mobile Panel,TOOLS,2.8,27,34.0,"1,000+",Free,0.0,Everyone,Tools,"February 20, 2018",1.42,4.4 and up
7899,Equestria Amino for MLP,SOCIAL,4.8,8369,63.0,"50,000+",Free,0.0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up
7902,Asha Ek Hope - ALS/ MND,MEDICAL,5.0,2,11.0,100+,Free,0.0,Everyone,Medical,"May 23, 2018",1.1.0,4.1 and up
7903,Ríos de Fe,LIFESTYLE,5.0,141,15.0,"1,000+",Free,0.0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up
7904,Sonic the Hedgehog™ Classic,GAME,4.4,125652,56.0,"10,000,000+",Free,0.0,Everyone,Action,"June 18, 2018",3.3.0,4.2 and up
7905,Birdays - Birthday reminder,EVENTS,4.5,2153,5.9,"50,000+",Free,0.0,Everyone,Events,"December 14, 2017",1.5.0,4.1 and up
7907,BL Kennedy Theme,PERSONALIZATION,4.2,279,1.1,"10,000+",Free,0.0,Everyone,Personalization,"May 6, 2013",1.0.2,2.1 and up
7908,Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8,"50,000+",Free,0.0,Everyone,House & Home,"May 30, 2015",1.5,3.0 and up
7910,Louis CK,FAMILY,4.7,244,25.0,"10,000+",Free,0.0,Mature 17+,Entertainment,"October 11, 2017",1.2.0,4.1 and up
7911,Railroad Radio Vancouver BC,FAMILY,5.0,4,1.7,100+,Free,0.0,Teen,Entertainment,"June 28, 2015",1,2.2 and up
7912,BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15.0,"5,000,000+",Free,0.0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up
7914,Fit the Fat 2,SPORTS,3.8,35746,55.0,"5,000,000+",Free,0.0,Everyone,Sports,"December 15, 2017",1.4.3,4.0.3 and up
7915,8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67.0,"10,000,000+",Free,0.0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up
7917,EC-HRV test,SPORTS,3.0,9,4.3,"1,000+",Free,0.0,Everyone,Sports,"July 26, 2018",3.9.13,4.4 and up
7918,DRAGON QUEST IV,FAMILY,4.7,1647,16.0,"10,000+",Paid,14.99,Everyone,Role Playing,"February 28, 2017",1.0.5,2.3 and up
7920,DM 24/7,TOOLS,3.6,7,16.0,"1,000+",Free,0.0,Everyone,Tools,"August 1, 2018",2.3,2.3.3 and up
7921,EF App,BUSINESS,5.0,8,20.0,100+,Free,0.0,Everyone,Business,"January 23, 2017",1.0.5,4.4 and up
7922,Météo Algérie DZ,WEATHER,4.1,1238,4.7,"100,000+",Free,0.0,Everyone,Weather,"December 17, 2014",1.1.6,2.3 and up
7924,Smart-AC Universal Remote Free,FAMILY,1.8,3270,1.8,"500,000+",Free,0.0,Everyone,Entertainment,"August 18, 2015",1.0,2.2 and up
7925,Kicker U Lite,LIFESTYLE,4.1,438,26.0,"50,000+",Free,0.0,Everyone,Lifestyle,"September 27, 2013",2.0.0,2.1 and up
7926,Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,66.0,"10,000,000+",Free,0.0,Teen,Action,"July 28, 2017",2.4.2,2.3.3 and up
7927,Extreme Rally Championship,AUTO_AND_VEHICLES,4.2,129,54.0,"100,000+",Free,0.0,Everyone,Auto & Vehicles,"July 26, 2018",3.0,4.1 and up
7930,dv Prompter,VIDEO_PLAYERS,3.7,321,1.3,"50,000+",Free,0.0,Everyone,Video Players & Editors,"March 14, 2017",1.2.9,4.2 and up
7931,Farming Simulator 18,GAME,4.5,18125,15.0,"100,000+",Paid,4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up
7932,K-Rain BL,TOOLS,4.0,9,33.0,"1,000+",Free,0.0,Everyone,Tools,"May 28, 2018",3.0.1,4.0 and up
7933,My BF App,COMMUNICATION,4.1,141,9.9,"50,000+",Free,0.0,Everyone,Communication,"December 19, 2017",2.0,4.0 and up
7935,AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19,5.4,"5,000+",Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
7936,DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8,"10,000+",Free,0.0,Everyone,Events,"May 29, 2018",3.8,4.0 and up
7937,Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48.0,"5,000,000+",Free,0.0,Everyone,Maps & Navigation,"August 1, 2018",5.44.1,4.1 and up
7938,Patient Portal,MEDICAL,2.8,66,1.2,"50,000+",Free,0.0,Everyone,Medical,"October 25, 2016",1.0,4.0.3 and up
7939,Space X: Sky Wars of Air Force,GAME,4.5,10748,47.0,"1,000,000+",Free,0.0,Everyone,Arcade,"August 4, 2018",4.0,4.1 and up
7940,Gun Mod: Guns in Minecraft PE,FAMILY,3.6,33812,12.0,"5,000,000+",Free,0.0,Teen,Entertainment,"July 30, 2018",2.5,4.1 and up
7946,Motocross Beach Jumping 3D,FAMILY,4.0,105954,43.0,"10,000,000+",Free,0.0,Teen,Simulation,"June 5, 2018",1.7.3,4.1 and up
7948,HungerStation,FOOD_AND_DRINK,3.8,22513,11.0,"1,000,000+",Free,0.0,Everyone,Food & Drink,"May 21, 2018",5.3.8,4.0.3 and up
7950,The grand theft V Wallpaper,PERSONALIZATION,3.8,87,4.3,"10,000+",Free,0.0,Everyone 10+,Personalization,"June 5, 2018",1.1,4.0.3 and up
7952,Vienna U-Bahn,MAPS_AND_NAVIGATION,3.9,139,2.0,"10,000+",Free,0.0,Everyone,Maps & Navigation,"July 25, 2018",1.21.0,4.0 and up
7953,Talking Ginger,FAMILY,4.2,1752017,52.0,"100,000,000+",Free,0.0,Everyone,Entertainment,"July 5, 2018",2.5.6.11,4.1 and up
7955,BJ's Express Scan,SHOPPING,2.3,69,11.0,"10,000+",Free,0.0,Everyone,Shopping,"March 19, 2018",1.0.16,4.4 and up
7956,EXO-L,FAMILY,4.6,67410,0.8447265625,"1,000,000+",Free,0.0,Everyone,Entertainment,"November 2, 2017",1.0.9,2.2 and up
7957,Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,"10,000,000+",Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up
7959,Ek Onkar,FAMILY,4.9,107,18.0,"10,000+",Free,0.0,Everyone,Entertainment,"April 3, 2016",1.3,4.0 and up
7960,Puck AI Personal Assistant Robot,PRODUCTIVITY,4.1,22,26.0,"1,000+",Free,0.0,Everyone,Productivity,"November 2, 2017",1.5,4.0.3 and up
7961,"Twice: Buy, Sell Clothing",SHOPPING,4.2,1558,21.0,"100,000+",Free,0.0,Everyone,Shopping,"July 29, 2015",1.2.12,2.3 and up
7962,Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,3.6,892,70.0,"50,000+",Paid,2.49,Everyone,Travel & Local,"August 1, 2018",1.08,4.0 and up
7963,AL.com,NEWS_AND_MAGAZINES,3.4,803,8.0,"50,000+",Free,0.0,Everyone 10+,News & Magazines,"July 23, 2018",3.7.10-0d44b899,4.1 and up
7964,Pronunciation and know the name of the caller from his number,LIFESTYLE,4.6,2167,1.4,"500,000+",Free,0.0,Everyone,Lifestyle,"January 7, 2018",1.0,2.3 and up
7965,FN,BUSINESS,5.0,14,3.3,50+,Free,0.0,Everyone,Business,"February 1, 2018",1.0,4.0 and up
7967,FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76,35.0,"10,000+",Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up
7969,My C Spire,PRODUCTIVITY,4.1,376,32.0,"50,000+",Free,0.0,Everyone,Productivity,"July 23, 2018",2.15.1,4.4 and up
7972,CT Cervical Spine,MEDICAL,5.0,5,17.0,"1,000+",Free,0.0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up
7973,Card Creator for CR,TOOLS,4.4,117850,17.0,"10,000,000+",Free,0.0,Everyone,Tools,"May 19, 2018",1.8.0,4.1 and up
7974,F-Stop Gallery Pro,PHOTOGRAPHY,4.4,1302,0.056640625,"10,000+",Paid,4.99,Everyone,Photography,"August 5, 2015",3.2,2.2 and up
7975,Weather Forecast Pro,WEATHER,4.7,14051,8.7,"100,000+",Paid,3.99,Everyone,Weather,"August 4, 2018",8.5,4.0 and up
7976,BT Notifier,TOOLS,2.5,2794,3.8,"1,000,000+",Free,0.0,Everyone,Tools,"May 28, 2018",2.9,4.3 and up
7978,VMate Lite - Funny Short Videos Social Network,SOCIAL,4.3,903,4.6,"1,000,000+",Free,0.0,Teen,Social,"August 3, 2018",1.76,4.0.3 and up
7979,BD Internet Packages (Updated),COMMUNICATION,4.0,474,3.0,"50,000+",Free,0.0,Everyone,Communication,"August 5, 2016",0.0.5,4.0 and up
7980,"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37.0,"1,000+",Paid,0.99,Everyone,Board,"December 27, 2017",2.2.1,4.1 and up
7985,R. Lee Ermey's Official Sound,FAMILY,4.2,1696,2.7,"100,000+",Free,0.0,Mature 17+,Entertainment,"September 19, 2012",1.4,2.1 and up
7987,Alabama Road Trips,TRAVEL_AND_LOCAL,4.4,71,28.0,"10,000+",Free,0.0,Everyone,Travel & Local,"October 27, 2017",1.8.7,4.0 and up
7988,Zooper Widget,PERSONALIZATION,4.0,30498,5.9,"1,000,000+",Free,0.0,Everyone,Personalization,"March 11, 2015",2.60,3.2 and up
7990,All C Programs,FAMILY,4.7,2387,6.9,"100,000+",Free,0.0,Everyone,Education,"June 9, 2018",2.5.1,4.1 and up
7991,Beast of Lycan Isle CE,FAMILY,4.1,2683,20.0,"50,000+",Free,0.0,Everyone 10+,Casual,"January 23, 2014",1.0,2.3 and up
7994,HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17.0,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,"March 16, 2018",4.0.3,4.1 and up
7996,Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,97.0,"1,000+",Free,0.0,Everyone,Auto & Vehicles,"January 31, 2018",1.0,4.0 and up
7999,Remote CT - Smart Remote,TOOLS,3.5,3988,11.0,"1,000,000+",Free,0.0,Everyone,Tools,"December 22, 2015",1.0.5,4.4 and up
8002,Angelo Rules - Crazy day,GAME,3.9,108336,62.0,"1,000,000+",Free,0.0,Everyone,Adventure,"June 27, 2016",4.0.01,4.4 and up
8004,Beauty Idol: Fashion Queen,GAME,4.3,128367,54.0,"1,000,000+",Free,0.0,Everyone,Arcade,"October 27, 2017",2.1.0,4.0.3 and up
8005,EU Charter,BOOKS_AND_REFERENCE,4.6,33,37.0,"1,000+",Free,0.0,Everyone,Books & Reference,"January 16, 2017",1.0.3,4.0 and up
8006,CB Outdoors,FAMILY,3.8,5,12.0,"1,000+",Free,0.0,Everyone,Education,"May 30, 2017",1.200,4.0.3 and up
8008,BN Pro ArialXL-b Neon HD Text,LIBRARIES_AND_DEMO,4.1,66,0.7109375,"10,000+",Free,0.0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
8009,Profile Pictures and DP for Whatsapp,SOCIAL,4.3,48,11.0,"5,000+",Free,0.0,Everyone,Social,"May 12, 2017",1.3,4.0.3 and up
8011,Elevator Simulator Lift EM ALL,FAMILY,4.4,2941,28.0,"100,000+",Free,0.0,Teen,Simulation,"July 31, 2018",2.4.1343-prod,4.0.3 and up
8012,Be My Eyes - Helping the blind,LIFESTYLE,4.9,8418,21.0,"500,000+",Free,0.0,Everyone,Lifestyle,"July 11, 2018",1.2.9,4.4 and up
8013,5-Minute Clinical Consult,MEDICAL,4.1,84,6.1,"10,000+",Free,0.0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up
8016,CA Service Management,BUSINESS,3.4,91,8.3,"10,000+",Free,0.0,Everyone,Business,"March 20, 2018",3.1.13,5.0 and up
8020,Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930,3.3,"500,000+",Free,0.0,Everyone,Video Players & Editors,"July 26, 2018",1.1.7,4.0.3 and up
8021,EZ Notes Lite,PRODUCTIVITY,4.4,69,3.5,"1,000+",Free,0.0,Everyone,Productivity,"July 8, 2016",2.79,4.0 and up
8022,Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95.0,"50,000+",Free,0.0,Everyone,Libraries & Demo,"June 8, 2018",5.0,4.0.3 and up
8027,Rivals at War: Firefight,GAME,4.4,344819,51.0,"5,000,000+",Free,0.0,Teen,Action,"October 18, 2016",1.4,3.0 and up
8028,Sago Mini Big City,FAMILY,4.2,8,44.0,"1,000+",Paid,3.99,Everyone,Education;Pretend Play,"July 9, 2018",1.1,4.4 and up
8029,Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16.0,"1,000,000+",Free,0.0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up
8030,O'Route Orienteering,SPORTS,4.2,6,1.3,100+,Paid,3.02,Everyone,Sports,"December 27, 2017",2.0.5,3.0 and up
8031,Real Estate by Movoto,LIFESTYLE,4.4,3114,13.0,"100,000+",Free,0.0,Everyone,Lifestyle,"February 20, 2018",6.1,4.0.3 and up
8032,Grindr - Gay chat,SOCIAL,3.6,284795,31.0,"10,000,000+",Free,0.0,Mature 17+,Social,"August 3, 2018",4.1.2,4.3 and up
8033,CZ-USA,LIFESTYLE,4.5,11,3.4,"1,000+",Free,0.0,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up
8034,Starfall Free & Member,FAMILY,4.2,19720,41.0,"1,000,000+",Free,0.0,Everyone,Education;Education,"November 7, 2017",1.35.23,4.0 and up
8036,Sat-Fi Voice,COMMUNICATION,3.4,37,14.0,"1,000+",Free,0.0,Everyone,Communication,"November 21, 2014",2.2.1.5,2.2 and up
8037,Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90,4.0,"5,000+",Paid,2.99,Everyone,Photography,"October 19, 2017",13,2.3.3 and up
8038,Cv maker / Job cv maker,FAMILY,4.4,14,5.5,"1,000+",Free,0.0,Everyone,Education,"March 27, 2018",1.0,4.0 and up
8039,realcommercial.com.au,BUSINESS,4.4,128,6.7,"50,000+",Free,0.0,Everyone,Business,"June 26, 2018",2.6.1,5.0 and up
8040,EX File Explorer File Manager,PRODUCTIVITY,4.0,4660,5.9,"1,000,000+",Free,0.0,Everyone,Productivity,"October 6, 2016",1.0,4.0 and up
8041,Fast like a Fox,GAME,4.3,104389,12.0,"5,000,000+",Free,0.0,Everyone,Adventure,"April 17, 2018",1.4.0,4.2 and up
8042,Darkness Rises,FAMILY,4.7,456474,86.0,"5,000,000+",Free,0.0,Teen,Role Playing,"July 24, 2018",1.2.0,4.4 and up
8043,BA4You,BUSINESS,2.1,87,26.0,"5,000+",Free,0.0,Everyone,Business,"April 26, 2018",1.6.0.0,4.0 and up
8045,Florida DMV Permit Test -Fl,FAMILY,4.3,87,30.0,"10,000+",Free,0.0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up
8052,Mummatikabalkuragi,EVENTS,4.9,69,0.326171875,"1,000+",Free,0.0,Teen,Events,"July 22, 2018",1.0,4.0 and up
8057,SUBWAY®,FOOD_AND_DRINK,3.8,21314,41.0,"1,000,000+",Free,0.0,Everyone,Food & Drink,"July 24, 2018",7.9.0.0,4.4 and up
8058,ReadEra – free ebook reader,BOOKS_AND_REFERENCE,4.8,47303,21.0,"1,000,000+",Free,0.0,Everyone,Books & Reference,"June 2, 2018",18.05.31+530,4.1 and up
8059,Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,3.8,6,3.5,"1,000+",Free,0.0,Everyone,Photography,"February 20, 2018",1.6,4.0.3 and up
8060,Vote for,VIDEO_PLAYERS,4.2,193381,17.0,"50,000,000+",Free,0.0,Teen,Video Players & Editors,"August 3, 2018",1.78,4.0.3 and up
8063,DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,4.3,386,6.0,"50,000+",Free,0.0,Everyone,News & Magazines,"October 27, 2017",3.2,4.1 and up
8066,Hospital ER Emergency Heart Surgery: Doctor Games,FAMILY,3.8,1652,71.0,"100,000+",Free,0.0,Everyone,Simulation,"July 11, 2018",10,4.1 and up
8067,HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46.0,"500,000+",Free,0.0,Teen,Casino,"May 17, 2018",1.4.5,4.1 and up
8068,Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,31.0,"10,000,000+",Free,0.0,Everyone,Photography,"July 28, 2017",2.3.8.6,4.1 and up
8073,Samsung+,LIFESTYLE,4.5,82145,30.0,"50,000,000+",Free,0.0,Everyone,Lifestyle,"July 5, 2018",10.19.0.0,4.4 and up
8075,Rider,GAME,4.5,655145,72.0,"10,000,000+",Free,0.0,Teen,Arcade,"July 17, 2017",1.2.1,4.0.3 and up
8078,OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19.0,100+,Paid,0.99,Everyone,Personalization,"August 20, 2015",1.0,5.0 and up
8081,Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12.0,"1,000,000+",Free,0.0,Everyone,News & Magazines,"March 16, 2018",3.0.42,4.1 and up
8083,Despegar.com Hotels and Flights,TRAVEL_AND_LOCAL,4.4,150932,27.0,"10,000,000+",Free,0.0,Everyone,Travel & Local,"July 30, 2018",9.1.0,4.1 and up
8084,I Can't Wake Up!,TOOLS,4.7,963,3.7,"10,000+",Paid,2.99,Everyone,Tools,"May 25, 2018",3.4.0,4.0 and up
8086,BankMobile Vibe App,FINANCE,4.3,14627,23.0,"1,000,000+",Free,0.0,Everyone,Finance,"July 9, 2018",5.1,4.1 and up
8088,ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1909,84.0,"100,000+",Free,0.0,Teen,Educational,"June 13, 2018",2.1,4.0.3 and up
8092,Permit Test CO Colorado DMV,FAMILY,4.5,41,11.0,"1,000+",Free,0.0,Everyone,Education,"June 15, 2017",2.6.5,4.1 and up
8093,Dr. Cares - Pet Rescue 911 🐶,FAMILY,4.2,14432,35.0,"500,000+",Free,0.0,Everyone,Casual,"September 21, 2017",1.5,4.0.3 and up
8095,DW Contacts Wear,TOOLS,4.2,37,2.2,"5,000+",Free,0.0,Everyone,Tools,"March 9, 2015",0.0.0.2,4.0 and up
8096,National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"May 24, 2018",9.3.3,4.0.3 and up
8097,"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4.7,143,26.0,"5,000+",Paid,0.99,Mature 17+,News & Magazines,"July 26, 2018",4.1.10,4.1 and up
8100,Save.ca,SHOPPING,3.7,2094,34.0,"100,000+",Free,0.0,Everyone,Shopping,"July 2, 2018",4.8.18.12,4.1 and up
8101,Earn Money BD,FINANCE,3.8,103,6.9,"5,000+",Free,0.0,Everyone,Finance,"July 11, 2018",3.4,4.0 and up
8102,Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8,"5,000+",Free,0.0,Everyone,Communication,"July 15, 2016",1.4.4,4.1 and up
8104,Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068,4.0,"500,000+",Free,0.0,Everyone,Health & Fitness,"July 7, 2018",1.2.2,4.1 and up
8107,Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6,"1,000,000+",Free,0.0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up
8108,Manga-FR - Anime Vostfr,COMICS,3.4,291,13.0,"10,000+",Free,0.0,Everyone,Comics,"May 15, 2017",2.0.1,4.0 and up
8115,Power Spheres by BoBoiBoy,FAMILY,4.3,70903,51.0,"5,000,000+",Free,0.0,Everyone,Puzzle;Brain Games,"May 3, 2018",1.3.20,4.0.3 and up
8116,IHOP®,FOOD_AND_DRINK,4.2,441,24.0,"100,000+",Free,0.0,Everyone,Food & Drink,"April 3, 2018",2.2.0,4.1 and up
8118,Free TV series,VIDEO_PLAYERS,3.7,400,7.2,"100,000+",Free,0.0,Teen,Video Players & Editors,"May 28, 2018",v1.0.3,4.0.3 and up
8121,Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2,"100,000+",Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",1.39,4.1 and up
8122,dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5,"100,000+",Free,0.0,Everyone,News & Magazines,"December 13, 2014",2.3,2.3 and up
8124,BC iptv player,VIDEO_PLAYERS,4.4,8,14.0,"1,000+",Free,0.0,Everyone,Video Players & Editors,"October 12, 2017",Final,4.0 and up
8125,Driving School 3D 2017,FAMILY,3.9,5075,48.0,"500,000+",Free,0.0,Everyone,Simulation,"April 4, 2017",2.1.5,3.0 and up
8126,Calcy IV,TOOLS,4.8,36557,14.0,"1,000,000+",Free,0.0,Everyone,Tools,"August 3, 2018",2.51f,5.0 and up
8127,"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,5.8,"100,000+",Free,0.0,Everyone,Tools,"July 6, 2018",8.1.6,4.2 and up
8128,Nero AirBurn,VIDEO_PLAYERS,4.2,1008,1.7,"100,000+",Free,0.0,Everyone,Video Players & Editors,"June 26, 2015",1.0.9,4.0 and up
8129,VOLT DROP CALCULATOR BS 7671,TOOLS,3.9,71,1.1,"10,000+",Free,0.0,Everyone,Tools,"January 26, 2016",2.0,2.3 and up
8130,Dino T-Rex,GAME,4.0,69115,2.4,"10,000,000+",Free,0.0,Everyone,Arcade,"June 13, 2018",1.36,4.1 and up
8131,Ex Quotes,LIFESTYLE,4.4,129,8.1,"50,000+",Free,0.0,Everyone 10+,Lifestyle,"June 16, 2018",3.0.1,4.1 and up
8133,Two Nights at jumpscare,GAME,3.8,596,91.0,"100,000+",Free,0.0,Teen,Adventure,"August 17, 2017",1.0,4.1 and up
8134,Arab Halls - For Wedding & Events,EVENTS,4.8,28,6.3,"1,000+",Free,0.0,Everyone,Events,"May 20, 2018",8.0bld14,4.1 and up
8135,Little Magnet BT,TOOLS,4.6,3703,3.8,"100,000+",Free,0.0,Everyone,Tools,"August 5, 2018",4.1.4,4.2 and up
8136,CG Yojna & Jansampark,FAMILY,4.0,54,4.1,"5,000+",Free,0.0,Teen,Education,"September 12, 2017",7.2,2.3 and up
8138,Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,4.7,70,14.0,"1,000+",Free,0.0,Everyone,Video Players & Editors,"July 7, 2018",1.9,4.1 and up
8139,Advanced Download Manager Holo,TOOLS,4.4,16192,1.6,"1,000,000+",Free,0.0,Everyone,Tools,"July 13, 2016",4.1.9o,4.0 and up
8140,"My Handbook : EE, EC, EI, E&T, EEE, EECS",FAMILY,4.5,3776,7.7,"100,000+",Free,0.0,Everyone,Education,"July 24, 2017",8.07.021,4.0 and up
8141,BN Pro Play-b HD Text,LIBRARIES_AND_DEMO,4.4,34,0.4072265625,"1,000+",Free,0.0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
8142,BP Tracker-Symptoms & Solution,MEDICAL,4.2,34,3.2,"1,000+",Free,0.0,Everyone,Medical,"October 12, 2016",1.2016,3.0 and up
8143,MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,4.4,758780,53.0,"50,000,000+",Free,0.0,Everyone,Photography,"August 3, 2018",4.0.55,4.0.3 and up
8145,Dr. Unblock,FAMILY,3.9,3847,4.3,"1,000,000+",Free,0.0,Everyone,Puzzle,"January 3, 2018",1.05,4.1 and up
8146,Ba Financial Calculator plus,FINANCE,4.4,31,0.201171875,"1,000+",Paid,3.99,Everyone,Finance,"July 15, 2018",2.9.1,2.1 and up
8148,Skip-Bo™,GAME,4.4,33661,60.0,"100,000+",Paid,2.99,Everyone,Card,"August 3, 2018",3.4.6,4.1 and up
8149,Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653,5.1,"1,000,000+",Free,0.0,Everyone,Productivity,"August 6, 2018",1.2.5,4.1 and up
8153,Tablet Reminder,MEDICAL,5.0,4,2.5,5+,Free,0.0,Everyone,Medical,"August 3, 2018",1.0,4.1 and up
8155,Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,16.0,"10,000+",Free,0.0,Everyone,Tools,"February 24, 2018",1.3,5.0 and up
8156,Pinkalicious Party,FAMILY,3.0,2,82.0,500+,Paid,2.99,Everyone,Educational;Creativity,"June 25, 2018",1.5.0,4.1 and up
8157,AY Sing,BOOKS_AND_REFERENCE,4.8,111,10.0,"5,000+",Free,0.0,Everyone,Books & Reference,"May 21, 2018",1.6.2,4.1 and up
8159,Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114,1.6,"10,000+",Free,0.0,Everyone,Health & Fitness,"June 20, 2018",20180620,2.3 and up
8160,NB|AZ Mobile Banking,FINANCE,4.0,463,13.0,"10,000+",Free,0.0,Everyone,Finance,"April 5, 2018",4.2.31,4.2 and up
8161,Content Transfer,PRODUCTIVITY,4.7,19302,7.2,"5,000,000+",Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up
8162,BJ & Jamie,FAMILY,3.9,13,17.0,100+,Free,0.0,Everyone,Entertainment,"July 6, 2015",1.1,2.3.3 and up
8166,Disciple Maker’s (DM) Lab,FAMILY,5.0,3,4.0,100+,Free,0.0,Everyone,Education,"August 1, 2018",1.0.5,4.4 and up
8168,DR Sebi's Alkaline List,FAMILY,4.0,68,5.5,"5,000+",Free,0.0,Everyone,Education,"April 5, 2017",0.1,2.3 and up
8170,BN Pro BlueICS-b HD Text,LIBRARIES_AND_DEMO,4.2,78,0.79296875,"10,000+",Free,0.0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
8172,News: DW Español,NEWS_AND_MAGAZINES,4.3,25,6.3,"1,000+",Free,0.0,Everyone,News & Magazines,"April 26, 2018",1.0,4.1 and up
8173,J-Stars Victory VS Guide,GAME,4.1,609,13.0,"10,000+",Free,0.0,Everyone,Action,"May 14, 2014",1.7,2.2 and up
8174,"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,4.4,2026,7.5,"100,000+",Free,0.0,Everyone,Tools,"August 3, 2018",1.9,4.0 and up
8175,AntennaPict β,COMMUNICATION,4.3,15439,2.2,"1,000,000+",Free,0.0,Everyone,Communication,"November 7, 2016",2.0.0,2.3 and up
8177,Axe Man,GAME,3.7,53,14.0,"1,000+",Free,0.0,Everyone,Adventure,"February 23, 2015",3.0,2.3.3 and up
8179,2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100+,Paid,1.49,Everyone,Communication,"March 5, 2018",1.0.9,1.6 and up
8180,3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56.0,"10,000+",Free,0.0,Teen,Casual,"February 16, 2018",1.5,4.0 and up
8182,wetter.com - Weather and Radar,WEATHER,4.2,189310,38.0,"10,000,000+",Free,0.0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device
